1.389,   1.389,    1.389,     1.389,      1.389,      1.389,
1.420,   1.420,    1.420,     1.420,      1.420,      1.420,
1.359,   1.359,    1.359,     1.359,      1.359,      1.359,
1.527,   1.527,    1.527,     1.527,      1.527,      1.527,
1.573,   1.573,    1.573,     1.573,      1.573,      1.573,
1.313,   1.313,    1.313,     1.313,      1.313,      1.313,
1.359,   1.359,    1.359,     1.359,      1.359,      1.359,
1.573,   1.573,    1.573,     1.573,      1.573,      1.573,
1.336,   1.336,    1.336,     1.336,      1.336,      1.336,
1.252,   1.252,    1.252,     1.252,      1.252,      1.252,
1.458,   1.458,    1.458,     1.458,      1.458,      1.458,
1.458,   1.458,    1.458,     1.458,      1.458,      1.458,
1.336,   1.336,    1.336,     1.336,      1.336,      1.336,
1.336,   1.336,    1.336,     1.336,      1.336,      1.336,
1.420,   1.420,    1.420,     1.420,      1.420,      1.420,
1.496,   1.496,    1.496,     1.496,      1.496,      1.496,
1.550,   1.550,    1.550,     1.550,      1.550,      1.550,
1.435,   1.435,    1.435,     1.435,      1.435,      1.435,
1.389,   1.389,    1.389,     1.389,      1.389,      1.389,
1.412,   1.412,    1.412,     1.412,      1.412,      1.412,
1.374,   1.374,    1.374,     1.374,      1.374,      1.374,
1.260,   1.260,    1.260,     1.260,      1.260,      1.260,
1.435,   1.435,    1.435,     1.435,      1.435,      1.435,
1.542,   1.542,    1.542,     1.542,      1.542,      1.542,
1.557,   1.557,    1.557,     1.557,      1.557,      1.557,
1.382,   1.382,    1.382,     1.382,      1.382,      1.382,
1.405,   1.405,    1.405,     1.405,      1.405,      1.405,
1.427,   1.427,    1.427,     1.427,      1.427,      1.427,
1.489,   1.489,    1.489,     1.489,      1.489,      1.489,
1.313,   1.313,    1.313,     1.313,      1.313,      1.313,
1.267,   1.267,    1.267,     1.267,      1.267,      1.267,
1.252,   1.252,    1.252,     1.252,      1.252,      1.252,
1.374,   1.374,    1.374,     1.374,      1.374,      1.374,
1.214,   1.214,    1.214,     1.214,      1.214,      1.214,
1.435,   1.435,    1.435,     1.435,      1.435,      1.435,
1.374,   1.374,    1.374,     1.374,      1.374,      1.374,
1.550,   1.550,    1.550,     1.550,      1.550,      1.550,
1.206,   1.206,    1.206,     1.206,      1.206,      1.206,
1.153,   1.153,    1.153,     1.153,      1.153,      1.153,
1.656,   1.656,    1.656,     1.656,      1.656,      1.656,
1.443,   1.443,    1.443,     1.443,      1.443,      1.443,
1.565,   1.565,    1.565,     1.565,      1.565,      1.565,
1.389,   1.389,    1.389,     1.389,      1.389,      1.389,
1.420,   1.420,    1.420,     1.420,      1.420,      1.420,
1.321,   1.321,    1.321,     1.321,      1.321,      1.321,
1.168,   1.168,    1.168,     1.168,      1.168,      1.168,
1.344,   1.344,    1.344,     1.344,      1.344,      1.344,
1.496,   1.496,    1.496,     1.496,      1.496,      1.496,
1.282,   1.282,    1.282,     1.282,      1.282,      1.282,
1.420,   1.420,    1.420,     1.420,      1.420,      1.420,
1.405,   1.405,    1.405,     1.405,      1.405,      1.405,
1.458,   1.458,    1.458,     1.458,      1.458,      1.458,
1.191,   1.191,    1.191,     1.191,      1.191,      1.191,
1.328,   1.328,    1.328,     1.328,      1.328,      1.328,
1.321,   1.321,    1.321,     1.321,      1.321,      1.321,
1.290,   1.290,    1.290,     1.290,      1.290,      1.290,
1.313,   1.313,    1.313,     1.313,      1.313,      1.313,
1.405,   1.405,    1.405,     1.405,      1.405,      1.405,
1.275,   1.275,    1.275,     1.275,      1.275,      1.275,
1.359,   1.359,    1.359,     1.359,      1.359,      1.359,
1.397,   1.397,    1.397,     1.397,      1.397,      1.397,
1.412,   1.412,    1.412,     1.412,      1.412,      1.412,
1.130,   1.130,    1.130,     1.130,      1.130,      1.130,
1.458,   1.458,    1.458,     1.458,      1.458,      1.458,
1.351,   1.351,    1.351,     1.351,      1.351,      1.351,
1.160,   1.160,    1.160,     1.160,      1.160,      1.160,
0.985,   0.985,    0.985,     0.985,      0.985,      0.985,
1.359,   1.359,    1.359,     1.359,      1.359,      1.359,
1.328,   1.328,    1.328,     1.328,      1.328,      1.328,
1.321,   1.321,    1.321,     1.321,      1.321,      1.321,
1.275,   1.275,    1.275,     1.275,      1.275,      1.275,
1.061,   1.061,    1.061,     1.061,      1.061,      1.061,
1.046,   1.046,    1.046,     1.046,      1.046,      1.046,
0.733,   0.733,    0.733,     0.733,      0.733,      0.733,
0.710,   0.710,    0.710,     0.710,      0.710,      0.710,
0.573,   0.573,    0.573,     0.573,      0.573,      0.573,
0.145,   0.145,    0.145,     0.145,      0.145,      0.145,
1.863,   1.863,    1.863,     1.863,      1.863,      1.863,
1.450,   1.450,    1.450,     1.450,      1.450,      1.450,
0.893,   0.893,    0.893,     0.893,      0.893,      0.893,
0.344,   0.344,    0.344,     0.344,      0.344,      0.344,
1.206,   1.206,    1.206,     1.206,      1.206,      1.206,
0.580,   0.580,    0.580,     0.580,      0.580,      0.580,
0.885,   0.885,    0.885,     0.885,      0.885,      0.885,
0.893,   0.893,    0.893,     0.893,      0.893,      0.893,
0.840,   0.840,    0.840,     0.840,      0.840,      0.840,
0.565,   0.565,    0.565,     0.565,      0.565,      0.565,
1.061,   1.061,    1.061,     1.061,      1.061,      1.061,
1.443,   1.443,    1.443,     1.443,      1.443,      1.443,
1.748,   1.748,    1.748,     1.748,      1.748,      1.748,
1.305,   1.305,    1.305,     1.305,      1.305,      1.305,
1.145,   1.145,    1.145,     1.145,      1.145,      1.145,
1.496,   1.496,    1.496,     1.496,      1.496,      1.496,
1.496,   1.496,    1.496,     1.496,      1.496,      1.496,
1.313,   1.313,    1.313,     1.313,      1.313,      1.313,
0.656,   0.656,    0.656,     0.656,      0.656,      0.656,
0.611,   0.611,    0.611,     0.611,      0.611,      0.611,
0.786,   0.786,    0.786,     0.786,      0.786,      0.786,
1.550,   1.550,    1.550,     1.550,      1.550,      1.550,
1.725,   1.725,    1.725,     1.725,      1.725,      1.725,
1.473,   1.473,    1.473,     1.473,      1.473,      1.473,
1.496,   1.496,    1.496,     1.496,      1.496,      1.496,
1.420,   1.420,    1.420,     1.420,      1.420,      1.420,
1.176,   1.176,    1.176,     1.176,      1.176,      1.176,
1.031,   1.031,    1.031,     1.031,      1.031,      1.031,
1.183,   1.183,    1.183,     1.183,      1.183,      1.183,
1.198,   1.198,    1.198,     1.198,      1.198,      1.198,
1.221,   1.221,    1.221,     1.221,      1.221,      1.221,
1.542,   1.542,    1.542,     1.542,      1.542,      1.542,
1.763,   1.763,    1.763,     1.763,      1.763,      1.763,
1.733,   1.733,    1.733,     1.733,      1.733,      1.733,
1.779,   1.779,    1.779,     1.779,      1.779,      1.779,
1.641,   1.641,    1.641,     1.641,      1.641,      1.641,
1.542,   1.542,    1.542,     1.542,      1.542,      1.542,
1.321,   1.321,    1.321,     1.321,      1.321,      1.321,
1.031,   1.031,    1.031,     1.031,      1.031,      1.031,
0.878,   0.878,    0.878,     0.878,      0.878,      0.878,
1.008,   1.008,    1.008,     1.008,      1.008,      1.008,
1.260,   1.260,    1.260,     1.260,      1.260,      1.260,
1.466,   1.466,    1.466,     1.466,      1.466,      1.466,
1.802,   1.802,    1.802,     1.802,      1.802,      1.802,
1.740,   1.740,    1.740,     1.740,      1.740,      1.740,
3.885,   3.885,    3.885,     3.885,      3.885,      3.885,
1.779,   1.779,    1.779,     1.779,      1.779,      1.779,
1.557,   1.557,    1.557,     1.557,      1.557,      1.557,
1.389,   1.389,    1.389,     1.389,      1.389,      1.389,
1.237,   1.237,    1.237,     1.237,      1.237,      1.237,
1.084,   1.084,    1.084,     1.084,      1.084,      1.084,
1.313,   1.313,    1.313,     1.313,      1.313,      1.313,
1.351,   1.351,    1.351,     1.351,      1.351,      1.351,
1.267,   1.267,    1.267,     1.267,      1.267,      1.267,
1.504,   1.504,    1.504,     1.504,      1.504,      1.504,
0.038,   0.038,    0.038,     0.038,      0.038,      0.038,
1.809,   1.809,    1.809,     1.809,      1.809,      1.809,
1.809,   1.809,    1.809,     1.809,      1.809,      1.809,
1.565,   1.565,    1.565,     1.565,      1.565,      1.565,
1.130,   1.130,    1.130,     1.130,      1.130,      1.130,
1.290,   1.290,    1.290,     1.290,      1.290,      1.290,
1.084,   1.084,    1.084,     1.084,      1.084,      1.084,
1.351,   1.351,    1.351,     1.351,      1.351,      1.351,
1.229,   1.229,    1.229,     1.229,      1.229,      1.229,
1.290,   1.290,    1.290,     1.290,      1.290,      1.290,
1.534,   1.534,    1.534,     1.534,      1.534,      1.534,
1.527,   1.527,    1.527,     1.527,      1.527,      1.527,
1.740,   1.740,    1.740,     1.740,      1.740,      1.740,
1.695,   1.695,    1.695,     1.695,      1.695,      1.695,
1.534,   1.534,    1.534,     1.534,      1.534,      1.534,
1.511,   1.511,    1.511,     1.511,      1.511,      1.511,
1.374,   1.374,    1.374,     1.374,      1.374,      1.374,
0.954,   0.954,    0.954,     0.954,      0.954,      0.954,
1.038,   1.038,    1.038,     1.038,      1.038,      1.038,
1.076,   1.076,    1.076,     1.076,      1.076,      1.076,
1.504,   1.504,    1.504,     1.504,      1.504,      1.504,
1.809,   1.809,    1.809,     1.809,      1.809,      1.809,
1.748,   1.748,    1.748,     1.748,      1.748,      1.748,
1.588,   1.588,    1.588,     1.588,      1.588,      1.588,
1.740,   1.740,    1.740,     1.740,      1.740,      1.740,
1.702,   1.702,    1.702,     1.702,      1.702,      1.702,
1.298,   1.298,    1.298,     1.298,      1.298,      1.298,
1.145,   1.145,    1.145,     1.145,      1.145,      1.145,
1.145,   1.145,    1.145,     1.145,      1.145,      1.145,
1.038,   1.038,    1.038,     1.038,      1.038,      1.038,
1.290,   1.290,    1.290,     1.290,      1.290,      1.290,
1.420,   1.420,    1.420,     1.420,      1.420,      1.420,
1.290,   1.290,    1.290,     1.290,      1.290,      1.290,
1.443,   1.443,    1.443,     1.443,      1.443,      1.443,
1.611,   1.611,    1.611,     1.611,      1.611,      1.611,
1.595,   1.595,    1.595,     1.595,      1.595,      1.595,
1.550,   1.550,    1.550,     1.550,      1.550,      1.550,
1.618,   1.618,    1.618,     1.618,      1.618,      1.618,
1.420,   1.420,    1.420,     1.420,      1.420,      1.420,
1.481,   1.481,    1.481,     1.481,      1.481,      1.481,
1.183,   1.183,    1.183,     1.183,      1.183,      1.183,
1.069,   1.069,    1.069,     1.069,      1.069,      1.069,
1.328,   1.328,    1.328,     1.328,      1.328,      1.328,
1.473,   1.473,    1.473,     1.473,      1.473,      1.473,
1.374,   1.374,    1.374,     1.374,      1.374,      1.374,
1.466,   1.466,    1.466,     1.466,      1.466,      1.466,
1.840,   1.840,    1.840,     1.840,      1.840,      1.840,
1.656,   1.656,    1.656,     1.656,      1.656,      1.656,
1.511,   1.511,    1.511,     1.511,      1.511,      1.511,
1.405,   1.405,    1.405,     1.405,      1.405,      1.405,
1.405,   1.405,    1.405,     1.405,      1.405,      1.405,
1.450,   1.450,    1.450,     1.450,      1.450,      1.450,
1.046,   1.046,    1.046,     1.046,      1.046,      1.046,
1.122,   1.122,    1.122,     1.122,      1.122,      1.122,
1.397,   1.397,    1.397,     1.397,      1.397,      1.397,
1.573,   1.573,    1.573,     1.573,      1.573,      1.573,
1.473,   1.473,    1.473,     1.473,      1.473,      1.473,
1.649,   1.649,    1.649,     1.649,      1.649,      1.649,
1.519,   1.519,    1.519,     1.519,      1.519,      1.519,
1.733,   1.733,    1.733,     1.733,      1.733,      1.733,
1.450,   1.450,    1.450,     1.450,      1.450,      1.450,
1.450,   1.450,    1.450,     1.450,      1.450,      1.450,
1.641,   1.641,    1.641,     1.641,      1.641,      1.641,
1.412,   1.412,    1.412,     1.412,      1.412,      1.412,
1.443,   1.443,    1.443,     1.443,      1.443,      1.443,
1.176,   1.176,    1.176,     1.176,      1.176,      1.176,
1.038,   1.038,    1.038,     1.038,      1.038,      1.038,
1.298,   1.298,    1.298,     1.298,      1.298,      1.298,
1.420,   1.420,    1.420,     1.420,      1.420,      1.420,
1.542,   1.542,    1.542,     1.542,      1.542,      1.542,
1.641,   1.641,    1.641,     1.641,      1.641,      1.641,
1.641,   1.641,    1.641,     1.641,      1.641,      1.641,
1.450,   1.450,    1.450,     1.450,      1.450,      1.450,
1.313,   1.313,    1.313,     1.313,      1.313,      1.313,
1.366,   1.366,    1.366,     1.366,      1.366,      1.366,
1.115,   1.115,    1.115,     1.115,      1.115,      1.115,
1.252,   1.252,    1.252,     1.252,      1.252,      1.252,
1.130,   1.130,    1.130,     1.130,      1.130,      1.130,
1.298,   1.298,    1.298,     1.298,      1.298,      1.298,
1.519,   1.519,    1.519,     1.519,      1.519,      1.519,
1.519,   1.519,    1.519,     1.519,      1.519,      1.519,
1.573,   1.573,    1.573,     1.573,      1.573,      1.573,
1.595,   1.595,    1.595,     1.595,      1.595,      1.595,
1.817,   1.817,    1.817,     1.817,      1.817,      1.817,
1.359,   1.359,    1.359,     1.359,      1.359,      1.359,
1.481,   1.481,    1.481,     1.481,      1.481,      1.481,
1.305,   1.305,    1.305,     1.305,      1.305,      1.305,
1.435,   1.435,    1.435,     1.435,      1.435,      1.435,
1.145,   1.145,    1.145,     1.145,      1.145,      1.145,
1.473,   1.473,    1.473,     1.473,      1.473,      1.473,
1.267,   1.267,    1.267,     1.267,      1.267,      1.267,
1.374,   1.374,    1.374,     1.374,      1.374,      1.374,
1.466,   1.466,    1.466,     1.466,      1.466,      1.466,
1.527,   1.527,    1.527,     1.527,      1.527,      1.527,
1.397,   1.397,    1.397,     1.397,      1.397,      1.397,
1.382,   1.382,    1.382,     1.382,      1.382,      1.382,
1.550,   1.550,    1.550,     1.550,      1.550,      1.550,
1.550,   1.550,    1.550,     1.550,      1.550,      1.550,
1.405,   1.405,    1.405,     1.405,      1.405,      1.405,
1.504,   1.504,    1.504,     1.504,      1.504,      1.504,
1.458,   1.458,    1.458,     1.458,      1.458,      1.458,
1.275,   1.275,    1.275,     1.275,      1.275,      1.275,
1.450,   1.450,    1.450,     1.450,      1.450,      1.450,
1.427,   1.427,    1.427,     1.427,      1.427,      1.427,
1.336,   1.336,    1.336,     1.336,      1.336,      1.336,
1.481,   1.481,    1.481,     1.481,      1.481,      1.481,
1.641,   1.641,    1.641,     1.641,      1.641,      1.641,
1.496,   1.496,    1.496,     1.496,      1.496,      1.496,
1.435,   1.435,    1.435,     1.435,      1.435,      1.435,
1.534,   1.534,    1.534,     1.534,      1.534,      1.534,
1.542,   1.542,    1.542,     1.542,      1.542,      1.542,
1.435,   1.435,    1.435,     1.435,      1.435,      1.435,
1.336,   1.336,    1.336,     1.336,      1.336,      1.336,
1.427,   1.427,    1.427,     1.427,      1.427,      1.427,
1.267,   1.267,    1.267,     1.267,      1.267,      1.267,
1.519,   1.519,    1.519,     1.519,      1.519,      1.519,
1.466,   1.466,    1.466,     1.466,      1.466,      1.466,
1.496,   1.496,    1.496,     1.496,      1.496,      1.496,
1.435,   1.435,    1.435,     1.435,      1.435,      1.435,
1.504,   1.504,    1.504,     1.504,      1.504,      1.504,
1.267,   1.267,    1.267,     1.267,      1.267,      1.267,
1.153,   1.153,    1.153,     1.153,      1.153,      1.153,
1.298,   1.298,    1.298,     1.298,      1.298,      1.298,
1.336,   1.336,    1.336,     1.336,      1.336,      1.336,
1.237,   1.237,    1.237,     1.237,      1.237,      1.237,
1.397,   1.397,    1.397,     1.397,      1.397,      1.397,
1.412,   1.412,    1.412,     1.412,      1.412,      1.412,
1.473,   1.473,    1.473,     1.473,      1.473,      1.473,
1.649,   1.649,    1.649,     1.649,      1.649,      1.649,
1.389,   1.389,    1.389,     1.389,      1.389,      1.389,
1.351,   1.351,    1.351,     1.351,      1.351,      1.351,
1.344,   1.344,    1.344,     1.344,      1.344,      1.344,
1.382,   1.382,    1.382,     1.382,      1.382,      1.382,
1.450,   1.450,    1.450,     1.450,      1.450,      1.450,
1.290,   1.290,    1.290,     1.290,      1.290,      1.290,
1.389,   1.389,    1.389,     1.389,      1.389,      1.389,
1.359,   1.359,    1.359,     1.359,      1.359,      1.359,
1.145,   1.145,    1.145,     1.145,      1.145,      1.145,
1.321,   1.321,    1.321,     1.321,      1.321,      1.321,
1.366,   1.366,    1.366,     1.366,      1.366,      1.366,
1.420,   1.420,    1.420,     1.420,      1.420,      1.420,
1.168,   1.168,    1.168,     1.168,      1.168,      1.168,
1.565,   1.565,    1.565,     1.565,      1.565,      1.565,
1.573,   1.573,    1.573,     1.573,      1.573,      1.573,
1.397,   1.397,    1.397,     1.397,      1.397,      1.397,
1.565,   1.565,    1.565,     1.565,      1.565,      1.565,
1.389,   1.389,    1.389,     1.389,      1.389,      1.389,
1.481,   1.481,    1.481,     1.481,      1.481,      1.481,
1.405,   1.405,    1.405,     1.405,      1.405,      1.405,
1.412,   1.412,    1.412,     1.412,      1.412,      1.412,
1.389,   1.389,    1.389,     1.389,      1.389,      1.389,
1.466,   1.466,    1.466,     1.466,      1.466,      1.466,
1.397,   1.397,    1.397,     1.397,      1.397,      1.397,
1.244,   1.244,    1.244,     1.244,      1.244,      1.244,
1.382,   1.382,    1.382,     1.382,      1.382,      1.382,
1.435,   1.435,    1.435,     1.435,      1.435,      1.435,
1.473,   1.473,    1.473,     1.473,      1.473,      1.473,
1.519,   1.519,    1.519,     1.519,      1.519,      1.519,
1.496,   1.496,    1.496,     1.496,      1.496,      1.496,
1.618,   1.618,    1.618,     1.618,      1.618,      1.618,
1.481,   1.481,    1.481,     1.481,      1.481,      1.481,
1.290,   1.290,    1.290,     1.290,      1.290,      1.290,
1.420,   1.420,    1.420,     1.420,      1.420,      1.420,
1.489,   1.489,    1.489,     1.489,      1.489,      1.489,
1.344,   1.344,    1.344,     1.344,      1.344,      1.344,
1.275,   1.275,    1.275,     1.275,      1.275,      1.275,
1.466,   1.466,    1.466,     1.466,      1.466,      1.466,
1.519,   1.519,    1.519,     1.519,      1.519,      1.519,
1.656,   1.656,    1.656,     1.656,      1.656,      1.656,
1.656,   1.656,    1.656,     1.656,      1.656,      1.656,
1.382,   1.382,    1.382,     1.382,      1.382,      1.382,
1.450,   1.450,    1.450,     1.450,      1.450,      1.450,
1.359,   1.359,    1.359,     1.359,      1.359,      1.359,
1.397,   1.397,    1.397,     1.397,      1.397,      1.397,
1.504,   1.504,    1.504,     1.504,      1.504,      1.504,
1.412,   1.412,    1.412,     1.412,      1.412,      1.412,
1.557,   1.557,    1.557,     1.557,      1.557,      1.557,
1.588,   1.588,    1.588,     1.588,      1.588,      1.588,
1.466,   1.466,    1.466,     1.466,      1.466,      1.466,
1.290,   1.290,    1.290,     1.290,      1.290,      1.290,
1.389,   1.389,    1.389,     1.389,      1.389,      1.389,
1.313,   1.313,    1.313,     1.313,      1.313,      1.313,
1.435,   1.435,    1.435,     1.435,      1.435,      1.435,
1.397,   1.397,    1.397,     1.397,      1.397,      1.397,
1.115,   1.115,    1.115,     1.115,      1.115,      1.115,
1.672,   1.672,    1.672,     1.672,      1.672,      1.672,
1.511,   1.511,    1.511,     1.511,      1.511,      1.511,
1.412,   1.412,    1.412,     1.412,      1.412,      1.412,
1.450,   1.450,    1.450,     1.450,      1.450,      1.450,
1.443,   1.443,    1.443,     1.443,      1.443,      1.443,
1.573,   1.573,    1.573,     1.573,      1.573,      1.573,
1.603,   1.603,    1.603,     1.603,      1.603,      1.603,
1.580,   1.580,    1.580,     1.580,      1.580,      1.580,
1.290,   1.290,    1.290,     1.290,      1.290,      1.290,
1.443,   1.443,    1.443,     1.443,      1.443,      1.443,
1.466,   1.466,    1.466,     1.466,      1.466,      1.466,
1.206,   1.206,    1.206,     1.206,      1.206,      1.206,
1.397,   1.397,    1.397,     1.397,      1.397,      1.397,
1.473,   1.473,    1.473,     1.473,      1.473,      1.473,
1.359,   1.359,    1.359,     1.359,      1.359,      1.359,
1.282,   1.282,    1.282,     1.282,      1.282,      1.282,
1.244,   1.244,    1.244,     1.244,      1.244,      1.244,
1.282,   1.282,    1.282,     1.282,      1.282,      1.282,
1.374,   1.374,    1.374,     1.374,      1.374,      1.374,
1.679,   1.679,    1.679,     1.679,      1.679,      1.679,
1.458,   1.458,    1.458,     1.458,      1.458,      1.458,
1.443,   1.443,    1.443,     1.443,      1.443,      1.443,
1.275,   1.275,    1.275,     1.275,      1.275,      1.275,
1.389,   1.389,    1.389,     1.389,      1.389,      1.389,
1.595,   1.595,    1.595,     1.595,      1.595,      1.595,
1.344,   1.344,    1.344,     1.344,      1.344,      1.344,
1.344,   1.344,    1.344,     1.344,      1.344,      1.344,
1.420,   1.420,    1.420,     1.420,      1.420,      1.420,
1.641,   1.641,    1.641,     1.641,      1.641,      1.641,
1.351,   1.351,    1.351,     1.351,      1.351,      1.351,
1.206,   1.206,    1.206,     1.206,      1.206,      1.206,
1.374,   1.374,    1.374,     1.374,      1.374,      1.374,
1.710,   1.710,    1.710,     1.710,      1.710,      1.710,
1.427,   1.427,    1.427,     1.427,      1.427,      1.427,
1.191,   1.191,    1.191,     1.191,      1.191,      1.191,
1.321,   1.321,    1.321,     1.321,      1.321,      1.321,
1.435,   1.435,    1.435,     1.435,      1.435,      1.435,
1.611,   1.611,    1.611,     1.611,      1.611,      1.611,
1.420,   1.420,    1.420,     1.420,      1.420,      1.420,
1.275,   1.275,    1.275,     1.275,      1.275,      1.275,
1.611,   1.611,    1.611,     1.611,      1.611,      1.611,
1.588,   1.588,    1.588,     1.588,      1.588,      1.588,
1.427,   1.427,    1.427,     1.427,      1.427,      1.427,
1.527,   1.527,    1.527,     1.527,      1.527,      1.527,
1.427,   1.427,    1.427,     1.427,      1.427,      1.427,
1.573,   1.573,    1.573,     1.573,      1.573,      1.573,
1.458,   1.458,    1.458,     1.458,      1.458,      1.458,
1.481,   1.481,    1.481,     1.481,      1.481,      1.481,
1.351,   1.351,    1.351,     1.351,      1.351,      1.351,
1.435,   1.435,    1.435,     1.435,      1.435,      1.435,
1.351,   1.351,    1.351,     1.351,      1.351,      1.351,
1.321,   1.321,    1.321,     1.321,      1.321,      1.321,
1.473,   1.473,    1.473,     1.473,      1.473,      1.473,
1.626,   1.626,    1.626,     1.626,      1.626,      1.626,
1.542,   1.542,    1.542,     1.542,      1.542,      1.542,
1.458,   1.458,    1.458,     1.458,      1.458,      1.458,
1.641,   1.641,    1.641,     1.641,      1.641,      1.641,
1.649,   1.649,    1.649,     1.649,      1.649,      1.649,
1.527,   1.527,    1.527,     1.527,      1.527,      1.527,
1.298,   1.298,    1.298,     1.298,      1.298,      1.298,
1.237,   1.237,    1.237,     1.237,      1.237,      1.237,
1.420,   1.420,    1.420,     1.420,      1.420,      1.420,
1.496,   1.496,    1.496,     1.496,      1.496,      1.496,
1.389,   1.389,    1.389,     1.389,      1.389,      1.389,
1.420,   1.420,    1.420,     1.420,      1.420,      1.420,
1.611,   1.611,    1.611,     1.611,      1.611,      1.611,
1.351,   1.351,    1.351,     1.351,      1.351,      1.351,
1.237,   1.237,    1.237,     1.237,      1.237,      1.237,
1.565,   1.565,    1.565,     1.565,      1.565,      1.565,
1.397,   1.397,    1.397,     1.397,      1.397,      1.397,
1.573,   1.573,    1.573,     1.573,      1.573,      1.573,
1.229,   1.229,    1.229,     1.229,      1.229,      1.229,
1.504,   1.504,    1.504,     1.504,      1.504,      1.504,
1.374,   1.374,    1.374,     1.374,      1.374,      1.374,
1.191,   1.191,    1.191,     1.191,      1.191,      1.191,
1.344,   1.344,    1.344,     1.344,      1.344,      1.344,
1.359,   1.359,    1.359,     1.359,      1.359,      1.359,
1.756,   1.756,    1.756,     1.756,      1.756,      1.756,
1.420,   1.420,    1.420,     1.420,      1.420,      1.420,
1.489,   1.489,    1.489,     1.489,      1.489,      1.489,
1.496,   1.496,    1.496,     1.496,      1.496,      1.496,
1.534,   1.534,    1.534,     1.534,      1.534,      1.534,
1.481,   1.481,    1.481,     1.481,      1.481,      1.481,
1.366,   1.366,    1.366,     1.366,      1.366,      1.366,
1.389,   1.389,    1.389,     1.389,      1.389,      1.389,
1.221,   1.221,    1.221,     1.221,      1.221,      1.221,
1.511,   1.511,    1.511,     1.511,      1.511,      1.511,
1.443,   1.443,    1.443,     1.443,      1.443,      1.443,
1.473,   1.473,    1.473,     1.473,      1.473,      1.473,
1.374,   1.374,    1.374,     1.374,      1.374,      1.374,
1.359,   1.359,    1.359,     1.359,      1.359,      1.359,
1.290,   1.290,    1.290,     1.290,      1.290,      1.290,
1.550,   1.550,    1.550,     1.550,      1.550,      1.550,
1.359,   1.359,    1.359,     1.359,      1.359,      1.359,
1.344,   1.344,    1.344,     1.344,      1.344,      1.344,
1.458,   1.458,    1.458,     1.458,      1.458,      1.458,
1.542,   1.542,    1.542,     1.542,      1.542,      1.542,
